ds,yhat,yhat_lower,yhat_upper
2017-03-19,5020.934163639908,-3111.6535632386513,12228.521606528471
2017-03-20,10791.381532025222,2572.554643553106,18945.582023112715
2017-03-21,10736.783535218767,1815.1488505831035,18815.23326694489
2017-03-22,9902.133755179268,1504.4522406946066,18067.065431422423
2017-03-23,9113.358028104758,1289.422365396419,17112.911149699627
2017-03-24,8118.712045116356,733.2648280416632,16501.84505956775
2017-03-25,4315.646238857223,-4371.400700405273,12054.628368851498
2017-03-26,5389.381954192748,-2512.8855281735237,13829.366986024712
2017-03-27,11159.829322568907,2517.7741413466583,18761.61896811544
2017-03-28,11105.231325768214,2840.2885345912573,18964.46462187426
2017-03-29,10270.581545728528,2050.4729983353163,18778.280149058577
2017-03-30,9481.805833975239,1601.1705971432984,17143.796239579766
2017-03-31,8487.159866302278,481.0694659326791,17034.885526619
2017-04-01,4684.094075373568,-3292.8254080229126,12148.845704583284
2017-04-02,5757.8298060178795,-1732.89281943457,14636.88466598171
2017-04-03,11528.277189720226,3619.765814789493,19668.326727533822
2017-04-04,11473.679208234425,3351.8833446129197,20125.164800479342
2017-04-05,10639.029443515785,2859.560792893508,18693.707400817802
2017-04-06,9850.25373176309,1252.6961713005005,17883.54254403349
2017-04-07,8855.607764093298,265.4428849021398,16660.561792437988
2017-04-08,5052.5419731562315,-2481.559761246642,13661.718036477047
2017-04-09,6126.2777038076565,-2100.6553880874894,14037.677795726735
2017-04-10,11896.725087503,3797.8860945567385,20433.552302619704
2017-04-11,11842.1271060202,3867.51136756042,20025.507831409013
2017-04-12,11007.477341302936,3205.466687297405,19452.40627469617
2017-04-13,10218.701629548123,2115.963301420261,18106.149161298497
2017-04-14,9224.0556618805,820.6137016082855,17922.250165052603
2017-04-15,5420.989870942639,-2853.4686700670222,14129.088774948146
2017-04-16,6494.7256016006995,-1240.7781772175135,14335.276683076429
2017-04-17,12265.172984593286,4011.401923662061,20297.89813607221
2017-04-18,12210.575002424457,3758.47444196919,20201.417617406616
2017-04-19,11375.925237012725,2778.156336349027,19573.49260573105
2017-04-20,10587.149524568229,2538.993647673471,19324.44000072552
2017-04-21,9592.503556205265,1081.5412527736273,18159.894227695382
2017-04-22,5789.437764574117,-2100.0688348855438,14122.36694927054
2017-04-23,6863.173494530563,-1540.6157660695817,14960.958781209807
2017-04-24,12633.620877536316,4390.315252891101,20765.178028483526
2017-04-25,12579.022895363425,4625.3783537153995,20327.918215360653
2017-04-26,11744.373129951508,3239.092093498585,19971.42994896446
2017-04-27,10955.597417506155,3320.9773730876896,19073.444636757686
2017-04-28,9960.951449148868,1427.272495829003,17701.404968162427
2017-04-29,6157.885657517554,-2110.4511385046044,14592.885582021792
2017-04-30,7231.621387476194,-736.0218209135053,15817.660351303692
2017-05-01,13002.068770479347,4112.634547309708,20772.033844055954
2017-05-02,12947.470788302391,4223.9576302079595,21326.546255533067
2017-05-03,12112.82102289029,3876.904686594482,20491.021629362105
2017-05-04,11324.045310448799,2970.3091229998213,19591.240202674257
2017-05-05,10329.399342085188,2308.8681225703426,18127.895689930494
2017-05-06,6526.333550739638,-1361.0606508374653,14822.236924962455
2017-05-07,7600.069280979721,-512.9220754039942,15847.198996218443
2017-05-08,13370.51666428072,5220.621725573133,21920.139213392475
2017-05-09,13315.91868239154,4383.638831851543,21595.35139008693
2017-05-10,12481.268917265248,4628.662888330697,21026.869200500514
2017-05-11,11692.49320510772,3670.282575905564,19748.61367598088
2017-05-12,10697.847237029333,2326.869057447117,19186.04345076726
2017-05-13,6894.781445682715,-1409.7982402172074,15436.526328285516
2017-05-14,7968.517175923951,82.44002447930424,16365.181597911653
2017-05-15,13738.96455922606,5136.023605456786,21219.80849869163
2017-05-16,13684.366577337727,5661.667781578271,21857.216921259023
2017-05-17,12849.716812212915,5077.30660024003,21352.484245518677
2017-05-18,12060.941100055981,4057.4315573964277,20674.257879651926
2017-05-19,11066.295131976949,2657.8156005118317,19598.960522628382
2017-05-20,7263.229340633976,-1027.744909138123,15552.910219230967
2017-05-21,8336.96507087414,166.86274521067818,17193.5403530955
2017-05-22,14107.412454174762,5917.337560967041,22670.375778499692
2017-05-23,14052.814472283913,5869.969144099888,22277.413432668753
2017-05-24,13218.164719089247,5158.597604733486,21705.389564866044
2017-05-25,12429.38901885896,4097.894694517523,20777.677181924333
2017-05-26,11434.743062711208,3377.3015274073423,19434.616723959938
2017-05-27,7631.677283295863,-766.3890836142726,15553.573534777863
2017-05-28,8705.413025468159,-387.50561427672,17291.47339956827
2017-05-29,14475.86042069822,6531.9173110923075,22686.688972945958
2017-05-30,14421.262450732072,5968.260156974646,22754.8509223368
2017-05-31,13586.612697540295,4717.076953822872,21926.57594043093
2017-06-01,12797.836997308588,4315.465418877648,21415.027760749243
2017-06-02,11803.19104116019,3766.987996815827,19580.911830307494
2017-06-03,8000.1252617522305,-372.9687661176808,16336.316828796898
2017-06-04,9073.861003919712,990.8957221242814,16863.126712026824
2017-06-05,14844.308399140617,6321.723121288501,23152.280409537623
2017-06-06,14789.710429182476,6477.198928210534,23086.57111478583
2017-06-07,13955.06067598721,5581.12900363513,22298.497253170804
2017-06-08,13166.28497575822,4520.864683751919,22344.154063824397
2017-06-09,12171.6390196057,4038.4991516215364,19873.21712738705
2017-06-10,8368.573240201118,588.7593255436287,16937.318478857156
2017-06-11,9442.30898236531,1462.7574868693173,17479.23434096109
2017-06-12,15212.756388637328,6727.250989583954,23055.895625980505
2017-06-13,15158.158429719611,6864.183477480513,23274.440743844963
2017-06-14,14323.508687569703,6756.0317502775815,22703.10037010534
2017-06-15,13534.7329983858,4799.373601214027,22155.28083810715
2017-06-16,12540.087053284404,4147.888421923219,20282.64534121956
2017-06-17,8737.021284916227,218.83151412013055,16702.315829729825
2017-06-18,9810.757038124999,1288.9068069810064,17876.303005709542
2017-06-19,15581.204444400959,7485.103194824831,24019.46358382215
2017-06-20,15526.606485481423,7060.818736157283,24092.851745094034
2017-06-21,14691.956743332159,6277.97815426227,22824.099574114065
2017-06-22,13903.181054144017,5066.675289755493,22063.646840084868
2017-06-23,12908.535109041322,5221.750282890386,21408.33971261795
2017-06-24,9105.469340672076,475.7362229591712,17997.240520560932
2017-06-25,10179.20509389123,2068.8863057408903,18189.253756469985
2017-06-26,15949.652500164588,7136.541323758965,23984.715952665658
2017-06-27,15895.05454124445,7787.546937965936,24407.261140654882
2017-06-28,15060.40479909154,6086.961965348696,23078.650100955114
2017-06-29,14271.629109907568,5589.930868082066,22724.318856082762
2017-06-30,13276.98316479824,5139.918816882081,21393.71809671578
2017-07-01,9473.918541273168,1737.803347811192,17429.20248712507
2017-07-02,10547.655439323757,2209.0969766646326,18625.835834825753
2017-07-03,16318.103990431675,7449.574731591485,23614.172013255255
2017-07-04,16263.507176354447,8149.393787564422,24887.88906762035
2017-07-05,15428.858579040778,7289.515857641001,24274.601478532222
2017-07-06,14640.084034692654,6101.913773817102,23355.438049379893
2017-07-07,13645.43923443058,5099.135821239265,21515.96933151327
2017-07-08,9842.374610897783,1199.194434488041,17833.13524509839
2017-07-09,10916.111508951035,2725.725541677661,18374.292496157275
2017-07-10,16686.560060061776,8104.461306419062,24613.8128232512
2017-07-11,16631.963245977728,8246.311211680191,25002.657502414786
2017-07-12,15797.314648663427,7605.857285782456,24008.553209184152
2017-07-13,15008.540104315189,6725.4529752955295,23266.838393153004
2017-07-14,14013.89530405529,5290.515805977117,22015.98938179024
2017-07-15,10210.830680521698,2205.7985658305133,17788.541166505078
2017-07-16,11284.56757858159,3242.774076022969,19914.012095751048
2017-07-17,17055.016129679905,8361.006571329584,25452.934807824244
2017-07-18,17000.419315604468,9004.346104822702,25546.159737536753
2017-07-19,16165.951173730748,8356.265772180217,25000.64496308351
2017-07-20,15377.357084821651,7340.937026099262,23728.03003351207
2017-07-21,14382.892739998179,6009.011513527111,22777.57809879715
2017-07-22,10580.008571907816,2275.4834180051967,18602.86783289743
2017-07-23,11653.925925408354,3048.0791136079833,19838.02412094904
2017-07-24,17424.55493194564,8875.332770378107,25640.462691692774
2017-07-25,17370.138573312215,8491.908481946188,25740.431075822537
2017-07-26,16535.67043143831,7965.378583714173,24286.59489891578
2017-07-27,15747.076342528353,7418.119793275626,24391.787717873096
2017-07-28,14752.61199770675,6631.785936192538,23462.289865047576
2017-07-29,10949.72782962003,2649.282734995244,18971.916503046534
2017-07-30,12023.645183113538,3318.3576020306587,19945.224243075645
2017-07-31,17794.274189655298,9215.699617959493,26981.46098814522
2017-08-01,17739.85783101935,9489.906253420662,25926.229999037325
2017-08-02,16905.389689145868,8773.069380252631,25031.96191714449
2017-08-03,16116.795600241983,7892.2757565737475,24078.06885720994
2017-08-04,15122.331255415658,6812.983510604665,23814.882456672727
2017-08-05,11319.447087324059,3381.1214091543698,19329.61151115385
2017-08-06,12393.364440824675,3803.384185521882,20497.257219471954
2017-08-07,18165.905250556694,9086.266746907033,26396.31601632179
2017-08-08,18113.400695110584,9978.89830110846,26463.460041898907
2017-08-09,17280.844356430676,9094.71368634351,25448.66448166184
2017-08-10,16494.162070715658,7445.766964511673,25322.912494319316
2017-08-11,15501.609529082949,7593.770617115299,23869.400326335453
2017-08-12,11700.637164182295,4053.250759691301,20470.419256348992
2017-08-13,12776.46632087802,4609.059713641333,21079.704097075464
2017-08-14,18549.007130605194,10680.06944979095,26911.48639554066
2017-08-15,18496.502575162784,11137.04071346571,26710.69561150336
2017-08-16,17663.9462364815,9214.702836161854,26235.79583573223
2017-08-17,16877.263950767086,8697.790437748357,25790.475078051804
2017-08-18,15884.71140913372,7998.8563197634185,24410.780709725295
2017-08-19,12083.73904422853,3758.2999236176443,19928.594240399598
2017-08-20,13159.568200912912,4940.719271729704,21079.416598852567
2017-08-21,18932.109010657063,11391.951990136398,27145.00130863467
2017-08-22,18879.60445521274,10724.621704324676,27329.81940767533
2017-08-23,18047.048116531274,9926.87557857469,26692.16028533912
2017-08-24,17260.365830816,9026.494897488301,25573.68930841845
2017-08-25,16270.500837095173,9080.127099233274,24218.028942532077
2017-08-26,12472.21602010735,4296.738820377702,20171.31219316766
2017-08-27,13550.732724697238,4798.543175716975,22053.470574331546
2017-08-28,19325.961082352376,11358.189202579331,27555.704341683206
2017-08-29,19276.144074814318,11203.313007115337,27008.71634710536
2017-08-30,18446.275284044048,9935.256554016827,26375.084377840478
2017-08-31,17662.280546239384,9296.836396866722,25374.164417188553
2017-09-01,16672.415552518218,8339.786743146658,24962.482291410688
2017-09-02,12874.130735525856,4398.071640210111,20919.085623812585
2017-09-03,13952.647440122857,5547.594402316728,21711.761668908228
2017-09-04,19727.87579777651,10794.248844900121,28588.64321123589
2017-09-05,19678.058790238785,11457.294941729053,28188.79267535022
2017-09-06,18848.189999468002,10089.31059680627,26672.82780282512
2017-09-07,18064.195261663088,10114.703784684805,26346.277134838958
2017-09-08,17074.330267937792,8385.044070341766,25256.48224358741
2017-09-09,13276.045450944366,5134.990868690739,21625.805019114894
2017-09-10,14354.562155542519,6293.778971873906,22463.150822514006
2017-09-11,20129.790513195134,12206.507236003536,28782.579250506697
2017-09-12,20079.973505661008,11546.18879773259,28142.34221744891
2017-09-13,19250.766715649905,11215.796300719825,27912.88170966157
2017-09-14,18467.43397860439,10347.807094220301,25781.266128330437
2017-09-15,17478.23098563726,8861.761768942679,25873.53043381465
2017-09-16,13680.608169414463,5165.562350412347,22021.936262140196
2017-09-17,14759.786874758885,6246.880235094036,23059.210434854303
2017-09-18,20535.677233174247,11575.21362795691,28841.915326942555
2017-09-19,20486.522226394263,11831.814760257364,28736.694537246298
2017-09-20,19657.315436383575,11408.858811349164,27712.217076763354
2017-09-21,18873.982699336902,10813.115108153923,26824.204807005175
2017-09-22,17884.779706375753,9422.08117567748,26032.935921497734
2017-09-23,14087.156890144606,6052.813716991025,22201.18531301729
2017-09-24,15166.335595499417,7433.504606730586,23112.99747281814
2017-09-25,20942.225953912173,13134.8897230023,29558.744964460337
2017-09-26,20893.070947128126,12825.415066310545,28853.972078155304
2017-09-27,20063.864157120333,11462.511385065747,28430.6044767396
2017-09-28,19280.53142007475,10746.353310954466,27851.989312865506
2017-09-29,18291.328427106968,10106.949746113418,26289.563987919148
2017-09-30,14493.705610882236,5794.559531093656,23028.55331333725
2017-10-01,15572.884642310437,7324.152179478116,23907.71029433384
2017-10-02,21348.775326787792,12392.940787406895,29678.67054928466
2017-10-03,21299.620646088973,12748.081325632424,29923.612181136436
2017-10-04,20470.4141821501,12350.45505364672,28791.655697546947
2017-10-05,19687.081771176367,11720.269413995462,28085.879404221276
2017-10-06,18697.87910428073,10683.438077819139,26879.14428475928
2017-10-07,14900.256614133137,6591.197827580985,23064.173233840254
2017-10-08,15979.435645558046,7838.299765657372,24353.16097947984
2017-10-09,21755.326330044183,13237.24288144045,29882.442946692187
2017-10-10,21706.171649338532,13307.694546482611,29958.41792137498
2017-10-11,20876.96518539903,12731.249466801792,28814.689578935744
2017-10-12,20093.632774428006,11688.588325045406,27755.43292193285
2017-10-13,19104.43010753902,10951.405627740121,27516.162106884658
2017-10-14,15306.807617383336,7500.6568409139245,23459.315922259928
2017-10-15,16385.98664881488,8082.7714890308835,24450.529672053945
2017-10-16,22161.877333296266,13514.426479787182,30176.71683648976
2017-10-17,22112.7226525881,13813.96864751747,29921.52724557793
2017-10-18,21283.516188652087,13485.8695709584,28979.581130989372
2017-10-19,20500.18377767683,12405.088990804119,28492.343763372995
2017-10-20,19510.981118651092,10596.904194964905,27932.861128335513
2017-10-21,15713.358636355015,7300.461427069849,24179.28595045154
2017-10-22,16792.537675647385,8697.693974869695,25042.86322578684
2017-10-23,22568.428367993452,14413.87959931804,31028.333108380106
2017-10-24,22519.27369514542,14474.931305811511,30864.329422771552
2017-10-25,21690.067239066506,13471.49298124836,29700.09988586068
2017-10-26,20906.734835951123,13164.357275236429,28596.238045293227
2017-10-27,19917.53217692725,10722.907097537123,27807.815174300034
2017-10-28,16119.909694630373,7561.024277669841,24551.693403265326
2017-10-29,17199.08873392016,8392.235177049579,25542.872280666725
2017-10-30,22974.979426257505,15039.307089898932,30798.88828513963
2017-10-31,22925.824753420147,14328.13383133775,31417.172744133823
2017-11-01,22096.61829734165,13505.899085765563,30358.85735326073
2017-11-02,21313.285894230445,12905.3563108237,29844.44271396562
2017-11-03,20324.083235203747,12459.49829468017,28643.605518041382
2017-11-04,16526.460752906438,7990.431592850468,24343.214390819736
2017-11-05,17605.63979219889,9568.180849508593,25912.92390261254
2017-11-06,23381.53048453691,15047.886930702998,31855.494062186815
2017-11-07,23332.37581169548,14744.6173345642,31426.984578199295
2017-11-08,22503.169354324902,14205.185260292104,31063.997435517256
2017-11-09,21719.836949920635,13507.209955513352,30558.139169376544
2017-11-10,20730.63428960422,12633.196844911336,29017.009620206685
2017-11-11,16933.011806014205,9051.682230979934,25292.432447495354
2017-11-12,18012.190844018136,9363.302894104736,26341.625803489096
2017-11-13,23788.08153506492,15441.603752355828,31791.284789397152
2017-11-14,23738.926860929783,15570.692583850912,31941.416823769134
2017-11-15,22909.720403559844,14930.710346469681,31362.715144055706
2017-11-16,22126.387999156366,14573.549229537495,30308.274239463615
2017-11-17,21137.185338833624,12435.868473348022,29523.324190401945
2017-11-18,17339.562855242548,9091.794681713696,25854.368361240802
2017-11-19,18418.74189325358,9884.311594244951,26562.976513806487
2017-11-20,24194.63258429337,16145.060920647938,32042.122225063897
2017-11-21,24145.47791016184,16146.566325123087,32766.49162615176
2017-11-22,23316.27145279172,14831.399774540994,31648.245430548173
2017-11-23,22532.93904838738,13999.774127894798,30587.723341969322
2017-11-24,21543.736388063033,12648.97729556735,29666.6735579663
2017-11-25,17746.113904482816,9045.827480129923,25828.249528790006
2017-11-26,18817.79914164161,11006.214697526028,26999.273800052444
2017-11-27,24586.1960318444,16626.325507707672,33217.83017988949
2017-11-28,24529.547556868885,16435.956587303823,32832.83981566127
2017-11-29,23692.847298658773,15806.976091773195,31926.28154365546
2017-11-30,22902.02109341326,14675.944386113111,31031.23244966872
2017-12-01,21905.32463225091,14044.086977897556,30378.160500843096
2017-12-02,18100.20834782087,9276.485290761553,26321.81976033114
2017-12-03,19171.893584974277,10508.9315524126,27462.720955845944
2017-12-04,24940.29047518808,16168.673058971352,33504.96605944912
2017-12-05,24883.642000210046,16390.44967347562,33812.67876422785
2017-12-06,24046.941742001316,15710.870816997447,31767.776570840004
2017-12-07,23256.1155367565,14987.161884597643,31626.781757760185
2017-12-08,22259.419075593505,14204.351227974905,30493.922951961275
2017-12-09,18454.302791162663,10272.13157788518,26403.01063133527
2017-12-10,19525.988028322714,11069.731600981138,28594.009451279533
2017-12-11,25294.384918526244,17083.41126170023,33125.78300861979
2017-12-12,25237.736443554673,17378.858113174654,33245.912841132995
2017-12-13,24401.036185344918,16329.338961005491,33381.120980053456
2017-12-14,23610.209980099742,15352.116676929527,31351.00147942142
2017-12-15,22608.647151298304,14320.711116068622,30249.736664656342
2017-12-16,18798.66449922886,10555.867913491436,27708.62240262777
2017-12-17,19865.48336874197,11444.29997689221,27536.71642769256
2017-12-18,25629.013891320876,17701.116599639063,34005.87227075847
2017-12-19,25567.49904870744,17908.972910725508,33604.37647288653
2017-12-20,24725.9324228597,16244.813420647877,32741.001971315938
2017-12-21,23930.239849975867,15724.903817811524,32251.011886002365
2017-12-22,22928.6770211801,14840.75346402624,31063.740548255922
2017-12-23,19118.694369110497,10338.347479283482,27434.147462144963
2017-12-24,20185.51323862581,12000.001468937087,28634.140855151927
2017-12-25,25949.043761202105,17549.819305937846,33985.5753842397
2017-12-26,25887.52891858461,17070.316929705124,34494.85522423812
2017-12-27,25045.962292739754,17051.94001982058,32806.56667025242
2017-12-28,24250.26971985671,16024.269678868877,32901.05529844091
2017-12-29,23248.70689105462,14325.547106790676,31143.224184192484
2017-12-30,19438.724238992134,11718.184179963593,26959.36550118211
2017-12-31,20505.54310850637,11887.29810820497,28873.265428960374
2018-01-01,26269.073631081184,17980.29324491478,34709.14234420042
2018-01-02,26203.282041556024,17390.399822748896,34351.23616287894
2018-01-03,25357.438668799532,17008.040560755635,34108.461116727725
2018-01-04,24557.469349007028,16185.640261366118,32781.73459956814
2018-01-05,23551.62977329473,15177.02032631162,32014.128316103004
2018-01-06,19737.37037432631,12261.820281731281,28196.82170358951
2018-01-07,20799.91249692936,12646.846751667324,29492.623199903737
2018-01-08,26559.16627259668,17720.40902728887,34076.67279053871
2018-01-09,26493.37468307237,18116.875649552803,34628.26199870144
2018-01-10,25647.531310316295,17496.299619437235,34361.49538088029
2018-01-11,24847.561990525453,17128.54974967814,33289.292862588256
2018-01-12,23841.722414812506,16170.59424307522,32394.590236721077
2018-01-13,20027.463015843994,11645.053282400877,27881.013491758167
2018-01-14,21090.005138449702,12218.972157276976,29300.721707128574
2018-01-15,26849.25891411554,18572.992939875978,34875.62336948431
2018-01-16,26783.467324591566,18933.435024274815,35062.720095152035
2018-01-17,25937.62395183307,17299.42305355042,34482.21519333764
2018-01-18,25137.654632041056,16306.285814111896,32702.949702871545
2018-01-19,24131.815056330626,16228.77209391648,32100.098456405995
2018-01-20,20317.555657364715,12802.34408047912,28395.93360907498
2018-01-21,21369.304409938435,12491.75961984333,29503.56371600565
2018-01-22,27117.764815573322,18178.275439956004,35645.40460080755
2018-01-23,27041.17985601713,18581.36790026131,34648.68917966541
2018-01-24,26184.54311322644,18035.55790793344,34519.85557660215
2018-01-25,25373.780423401393,17243.696784036852,33922.257042846504
2018-01-26,24357.14747766598,15709.824044117227,32426.04533667675
2018-01-27,20532.094708656627,12255.5547195686,28812.42197427768
2018-01-28,21583.843461237462,12360.742574493399,30057.24733894554
2018-01-29,27332.303866863193,18761.066008866477,35358.24654393704
2018-01-30,27255.71890731215,18854.600478593824,35644.41076551989
2018-01-31,26399.082164520823,18719.878316091254,34800.11740830711
2018-02-01,25588.319474698492,17371.87180701394,34470.832379672254
2018-02-02,24571.68652895549,15847.192135991838,33077.763544520465
2018-02-03,20746.633759952983,13112.55754924146,28878.548972814526
2018-02-04,21798.382512530527,13177.359805332735,30428.233418259297
2018-02-05,27546.84291816289,19473.272585722465,35397.76013149321
2018-02-06,27470.257958607785,18783.094178425177,35525.26503473639
2018-02-07,26613.621215817326,17869.65508183274,34959.7986218963
2018-02-08,25790.064545843,17744.76077011901,33941.41434563252
2018-02-09,24760.637619954046,16650.986693772746,32873.49456703274
2018-02-10,20922.790870790865,13299.407945031386,30012.442829930704
2018-02-11,21961.745643215912,14176.37886199861,30496.213819159348
2018-02-12,27697.412068694106,18835.062132899908,35925.83882506249
2018-02-13,27608.033128986648,19084.69560498481,35518.87997596066
2018-02-14,26738.602406047707,18475.81149276235,35134.34332247154
2018-02-15,25915.045736069147,17713.842237223846,34303.8746165404
2018-02-16,24885.61881017889,16483.175184756954,33169.11887436839
2018-02-17,21047.772061014646,12877.48746579928,29356.038579725435
2018-02-18,22086.726833450077,14329.11853256798,30243.272118181652
2018-02-19,27822.393258917993,19124.097253283842,35997.45276953033
2018-02-20,27733.014319217604,19078.516016395675,35835.95821361481
2018-02-21,26863.583596275013,18341.751989196342,35127.34038077899
2018-02-22,26040.02692630063,18120.27943123183,33948.27005145608
2018-02-23,25010.600000403738,16915.996045443608,33707.311363184825
2018-02-24,21172.753251245907,13536.941376941346,29354.82031005598
2018-02-25,22211.708023675004,13884.320318093578,30772.075101072092
2018-02-26,27947.374449147395,19843.36330238893,36384.017740882315
2018-02-27,27843.47962021503,19745.79978297723,35557.27957354394
2018-02-28,26959.53300804446,18751.419955598718,34572.24714057181
2018-03-01,26121.46044883838,17740.38241355416,34366.11075235865
2018-03-02,25077.517633718024,16988.181741954573,34003.74610982239
2018-03-03,21225.154995326826,13435.442780186238,28677.642038562157
2018-03-04,22249.59387852913,14010.62556012845,30779.255046793645
2018-03-05,27970.744414772733,20129.789207197686,35738.489549329075
2018-03-06,27866.84958583569,19351.38699562161,36407.1111927704
2018-03-07,26982.902973664488,18718.017202526582,34938.47832466519
2018-03-08,26144.830414463333,17243.663346528505,35043.886607973865
2018-03-09,25100.887599340123,17004.061452403657,33523.664395564374
2018-03-10,21248.524960948125,13080.1364997933,29386.260672841207
2018-03-11,22272.963844144564,13502.490266940056,31072.796586894245
2018-03-12,27994.114380395913,19781.41860116491,36191.93083002807
2018-03-13,27890.219551459817,19668.904550051404,36070.55790451057
2018-03-14,27006.272939288647,18600.15442898863,34491.87043557045
